GAME            | RARITY   | CHARACTER NAME                           | FILENAME                                           | EXT
hsr             | 5        | Blade                                    | Blade.png                                          | .png
hsr             | 5        | Boothill                                 | Boothill.png                                       | .png
hsr             | 5        | Bronya                                   | Bronya.png                                         | .png
hsr             | 5        | Castorice                                | Castorice.png                                      | .png
hsr             | 5        | Cerydra                                  | Cerydra.png                                        | .png
hsr             | 5        | Cipher                                   | Cipher.png                                         | .png
hsr             | 5        | Clara                                    | Clara.png                                          | .png
hsr             | 5        | Dan Heng Imbibitor Lunae                 | Dan_Heng_Imbibitor_Lunae.png                       | .png
hsr             | 5        | Dr. Ratio                                | Dr_Ratio.png                                       | .png
hsr             | 5        | Dr  Ratio                                | Dr__Ratio.png                                      | .png
hsr             | 5        | Feixiao                                  | Feixiao.png                                        | .png
hsr             | 5        | Firefly                                  | Firefly.png                                        | .png
hsr             | 5        | Fugue                                    | Fugue.png                                          | .png
hsr             | 5        | Fu Xuan                                  | Fu_Xuan.png                                        | .png
hsr             | 5        | Gepard                                   | Gepard.png                                         | .png
hsr             | 5        | Himeko                                   | Himeko.png                                         | .png
hsr             | 5        | Huohuo                                   | Huohuo.png                                         | .png
hsr             | 5        | Hyacine                                  | Hyacine.png                                        | .png
hsr             | 5        | Jade                                     | Jade.png                                           | .png
hsr             | 5        | Jiaoqiu                                  | Jiaoqiu.png                                        | .png
hsr             | 5        | Jingliu                                  | Jingliu.png                                        | .png
hsr             | 5        | Jing Yuan                                | Jing_Yuan.png                                      | .png
hsr             | 5        | Kafka                                    | Kafka.png                                          | .png
hsr             | 5        | Lingsha                                  | Lingsha.png                                        | .png
hsr             | 5        | Luocha                                   | Luocha.png                                         | .png
hsr             | 5        | Phainon                                  | Phainon.png                                        | .png
hsr             | 5        | Rappa                                    | Rappa.png                                          | .png
hsr             | 5        | Robin                                    | Robin.png                                          | .png
hsr             | 5        | Ruan Mei                                 | Ruan_Mei.png                                       | .png
hsr             | 5        | Seele                                    | Seele.png                                          | .png
hsr             | 5        | Silver Wolf                              | Silver_Wolf.png                                    | .png
hsr             | 5        | Sparkle                                  | Sparkle.png                                        | .png
hsr             | 5        | Sparxie                                  | Sparxie.png                                        | .png
hsr             | 5        | Sunday                                   | Sunday.png                                         | .png
hsr             | 5        | The Herta                                | The_Herta.png                                      | .png
hsr             | 5        | Topaz & Numby                            | Topaz_Numby.png                                    | .png
hsr             | 5        | Topaz   Numby                            | Topaz___Numby.png                                  | .png
hsr             | 5        | Tribbie                                  | Tribbie.png                                        | .png
hsr             | 5        | Welt                                     | Welt.png                                           | .png
hsr             | 5        | Yanqing                                  | Yanqing.png                                        | .png
hsr             | 5        | Yao Guang                                | Yao_Guang.png                                      | .png
wuwa            | 4        | Aalto                                    | Aalto.png                                          | .png
wuwa            | 4        | Baizhi                                   | Baizhi.png                                         | .png
wuwa            | 4        | Buling                                   | Buling.png                                         | .png
wuwa            | 4        | Chixia                                   | Chixia.png                                         | .png
wuwa            | 4        | Danjin                                   | Danjin.png                                         | .png
wuwa            | 4        | Lumi                                     | Lumi.png                                           | .png
wuwa            | 4        | Mortefi                                  | Mortefi.png                                        | .png
wuwa            | 4        | Sanhua                                   | Sanhua.png                                         | .png
wuwa            | 4        | Taoqi                                    | Taoqi.png                                          | .png
wuwa            | 4        | Yangyang                                 | Yangyang.png                                       | .png
wuwa            | 4        | Youhu                                    | Youhu.png                                          | .png
wuwa            | 4        | Yuanwu                                   | Yuanwu.png                                         | .png
wuwa            | 5        | Aemeath                                  | Aemeath.png                                        | .png
wuwa            | 5        | Augusta                                  | Augusta.png                                        | .png
wuwa            | 5        | Brant                                    | Brant.png                                          | .png
wuwa            | 5        | Calcharo                                 | Calcharo.png                                       | .png
wuwa            | 5        | Camellya                                 | Camellya.png                                       | .png
wuwa            | 5        | Cantarella                               | Cantarella.png                                     | .png
wuwa            | 5        | Carlotta                                 | Carlotta.png                                       | .png
wuwa            | 5        | Cartethyia                               | Cartethyia.png                                     | .png
wuwa            | 5        | Changli                                  | Changli.png                                        | .png
wuwa            | 5        | Chisa                                    | Chisa.png                                          | .png
wuwa            | 5        | Ciaccona                                 | Ciaccona.png                                       | .png
wuwa            | 5        | Encore                                   | Encore.png                                         | .png
wuwa            | 5        | Galbrena                                 | Galbrena.png                                       | .png
wuwa            | 5        | Iuno                                     | Iuno.png                                           | .png
wuwa            | 5        | Jianxin                                  | Jianxin.png                                        | .png
wuwa            | 5        | Jinhsi                                   | Jinhsi.png                                         | .png
wuwa            | 5        | Jiyan                                    | Jiyan.png                                          | .png
wuwa            | 5        | Lingyang                                 | Lingyang.png                                       | .png
wuwa            | 5        | Lupa                                     | Lupa.png                                           | .png
wuwa            | 5        | Luuk Herssen                             | Luuk_Herssen.png                                   | .png
wuwa            | 5        | Lynae                                    | Lynae.png                                          | .png
wuwa            | 5        | Mornye                                   | Mornye.png                                         | .png
wuwa            | 5        | Phoebe                                   | Phoebe.png                                         | .png
wuwa            | 5        | Phrolova                                 | Phrolova.png                                       | .png
wuwa            | 5        | Qiuyuan                                  | Qiuyuan.png                                        | .png
wuwa            | 5        | Roccia                                   | Roccia.png                                         | .png
wuwa            | 5        | Shorekeeper                              | Shorekeeper.png                                    | .png
wuwa            | 5        | Sigrika                                  | Sigrika.png                                        | .png
wuwa            | 5        | Verina                                   | Verina.png                                         | .png
wuwa            | 5        | Xiangli Yao                              | Xiangli_Yao.png                                    | .png
wuwa            | 5        | Yinlin                                   | Yinlin.png                                         | .png
wuwa            | 5        | Zani                                     | Zani.png                                           | .png
wuwa            | 5        | Zhezhi                                   | Zhezhi.png                                         | .png
zzz             | 4        | Anby Demara                              | Anby_Demara.png                                    | .png
zzz             | 4        | Anton Ivanov                             | Anton_Ivanov.png                                   | .png
zzz             | 4        | Banyue                                   | Banyue.png                                         | .png
zzz             | 4        | Ben Bigger                               | Ben_Bigger.png                                     | .png
zzz             | 4        | Billy Kid                                | Billy_Kid.png                                      | .png
zzz             | 4        | Corin Wickes                             | Corin_Wickes.png                                   | .png
zzz             | 4        | Hugo Vlad                                | Hugo_Vlad.png                                      | .png
zzz             | 4        | Lucy                                     | Lucy.png                                           | .png
zzz             | 4        | Manato                                   | Manato.png                                         | .png
zzz             | 4        | Nicole Demara                            | Nicole_Demara.png                                  | .png
zzz             | 4        | Pan Yinhu                                | Pan_Yinhu.png                                      | .png
zzz             | 4        | Piper Wheel                              | Piper_Wheel.png                                    | .png
zzz             | 4        | Pulchra                                  | Pulchra.png                                        | .png
zzz             | 4        | Seth Lowell                              | Seth_Lowell.png                                    | .png
zzz             | 4        | Soukaku                                  | Soukaku.png                                        | .png
zzz             | 5        | Alice Thymefield                         | Alice_Thymefield.png                               | .png
zzz             | 5        | Aria                                     | Aria.png                                           | .png
zzz             | 5        | Astra Yao                                | Astra_Yao.png                                      | .png
zzz             | 5        | Burnice White                            | Burnice_White.png                                  | .png
zzz             | 5        | Caesar King                              | Caesar_King.png                                    | .png
zzz             | 5        | Cissia                                   | Cissia.png                                         | .png
zzz             | 5        | Dialyn                                   | Dialyn.png                                         | .png
zzz             | 5        | Ellen Joe                                | Ellen_Joe.png                                      | .png
zzz             | 5        | Evelyn Chevalier                         | Evelyn_Chevalier.png                               | .png
zzz             | 5        | Grace Howard                             | Grace_Howard.png                                   | .png
zzz             | 5        | Hoshimi Miyabi                           | Hoshimi_Miyabi.png                                 | .png
zzz             | 5        | Jane Doe                                 | Jane_Doe.png                                       | .png
zzz             | 5        | Ju Fufu                                  | Ju_Fufu.png                                        | .png
zzz             | 5        | Koleda Belobog                           | Koleda_Belobog.png                                 | .png
zzz             | 5        | Lighter                                  | Lighter.png                                        | .png
zzz             | 5        | Lucia Elowen                             | Lucia_Elowen.png                                   | .png
zzz             | 5        | Nangong Yu                               | Nangong_Yu.png                                     | .png
zzz             | 5        | Nekomata                                 | Nekomata.png                                       | .png
zzz             | 5        | Orphie & Magus                           | Orphie_Magus.png                                   | .png
zzz             | 5        | Qingyi                                   | Qingyi.png                                         | .png
zzz             | 5        | Rina                                     | Rina.png                                           | .png
zzz             | 5        | Seed                                     | Seed.png                                           | .png
zzz             | 5        | Soldier 0 - Anby                         | Soldier_0_Anby.png                                 | .png
zzz             | 5        | Soldier 0   Anby                         | Soldier_0___Anby.png                               | .png
zzz             | 5        | Soldier 11                               | Soldier_11.png                                     | .png
zzz             | 5        | Sunna                                    | Sunna.png                                          | .png
zzz             | 5        | Trigger                                  | Trigger.png                                        | .png
zzz             | 5        | Vivian Banshee                           | Vivian_Banshee.png                                 | .png
zzz             | 5        | Von Lycaon                               | Von_Lycaon.png                                     | .png
zzz             | 5        | Yanagi                                   | Yanagi.png                                         | .png
zzz             | 5        | Ye Shunguang                             | Ye_Shunguang.png                                   | .png
zzz             | 5        | Yidhari Murphy                           | Yidhari_Murphy.png                                 | .png
zzz             | 5        | Yixuan                                   | Yixuan.png                                         | .png
zzz             | 5        | Yuzuha                                   | Yuzuha.png                                         | .png
zzz             | 5        | Zhao                                     | Zhao.png                                           | .png
zzz             | 5        | Zhu Yuan                                 | Zhu_Yuan.png                                       | .png
